Violation location,unique county,street name,Intersecting Street,Violation Precinct,key
111,QUEENS,223 PLACE,,111,3643
111,QUEENS,42 AVE,,111,3644
111,QUEENS,217 ST,,111,3645
111,QUEENS,CORPORAL STONE ST,,111,3646
111,QUEENS,189 ST,,111,3647
111,QUEENS,69 AVE,,111,3648
115,QUEENS,83 ST,,115,3649
115,QUEENS,89 ST,,115,3650
115,QUEENS,71 ST,,115,3651
115,QUEENS,92 ST,,115,3652
115,QUEENS,87 ST,,115,3653
115,QUEENS,97 ST,,115,3654
115,QUEENS,100 ST,,115,3655
115,QUEENS,76 ST,,115,3656
115,QUEENS,84 ST,35 AVE,115,3657
114,QUEENS,STEINWAY ST,30TH AVE,114,3658
114,QUEENS,31 AVE,,114,3659
114,QUEENS,54 ST,,114,3660
114,QUEENS,34 AVE,,114,3661
114,QUEENS,19 ROAD,,114,3662
114,QUEENS,S/E 19 AVE,19 RD,114,3663
114,QUEENS,38 ST,,114,3664
114,QUEENS,30 DRIVE,,114,3665
114,QUEENS,41 AVE,,114,3666
114,QUEENS,S/E 62 ST,32 AVE,114,3667
104,QUEENS,56 AVE,,104,3668
104,QUEENS,STEVE ST,,104,3669
104,QUEENS,77 ST,,104,3670
104,QUEENS,73RD ST,,104,3671
109,QUEENS,151 ST,,109,3672
109,QUEENS,56 AVE,,109,3673
109,QUEENS,PRINCE ST,C/O 40 RD,109,3674
109,QUEENS,37 AVE,,109,3675
109,QUEENS,52 RD,,109,3676
109,QUEENS,HOLLIS AVE,,109,3677
109,QUEENS,35 AVE,,109,3678
109,QUEENS,116 ST,,109,3679
109,QUEENS,GOLDEN AVE,,109,3680
109,QUEENS,147 ST,,109,3681
109,QUEENS,HORACE HARDING EXPY,,109,3682
109,QUEENS,58 RD,,109,3683
109,QUEENS,157 ST,,109,3684
109,QUEENS,DELAWARE AVE,,109,3685
109,QUEENS,N/S WILLET POINT BV,E/O PARSONS BV,109,3686
109,QUEENS,COLLEGE POINT,,109,3687
109,QUEENS,S/O SANFORD AVE,FRAME PL,109,3688
77,BROOKLYN,PROSPECT,,77,3689
77,BROOKLYN,LINCOLN PL,,77,3690
90,BROOKLYN,WYE AVE,,90,3691
90,BROOKLYN,FLUSHING AVE,,90,3692
90,BROOKLYN,BEDFORD AVE,,90,3693
90,BROOKLYN,I/O UNION AVE,TEN EYCK ST,90,3694
90,BROOKLYN,MCKIBBIN ST,,90,3695
90,BROOKLYN,VANDERVOORT AVE,,90,3696
90,BROOKLYN,MEADOW ST,,90,3697
90,BROOKLYN,MIDDLETON ST,,90,3698
75,BROOKLYN,E/S/O ASHFORD,S/O FULTON,75,3699
75,BROOKLYN,WELDON ST,,75,3700
75,BROOKLYN,DOSCHER ST,,75,3701
75,BROOKLYN,JAMAICA AVE,,75,3702
75,BROOKLYN,N/E LORING AVE,AUTUMN AVE,75,3703
75,BROOKLYN,NEW LOTS,,75,3704
75,BROOKLYN,EUCLID AVE,FULTON ST,75,3705
75,BROOKLYN,VANDERLIN AVE,,75,3706
75,BROOKLYN,I/O ELTON ST,LOCKE ST,75,3707
75,BROOKLYN,MILFORD ST,,75,3708
75,BROOKLYN,VERMONT AVE,,75,3709
75,BROOKLYN,BLAKE AVE,SNEDIKER AVE,75,3710
75,BROOKLYN,ALABAMA AVE,DUMONT AVE,75,3711
75,BROOKLYN,CLEVELAND ST,DUMONT AVE,75,3712
75,BROOKLYN,GEORGIA AVE,RIVERDALE,75,3713
75,BROOKLYN,BRADFORD ST,DUMONT AVE,75,3714
75,BROOKLYN,HINSDALE ST,,75,3715
75,BROOKLYN,DUMONT AVE,VERMONT ST,75,3716
75,BROOKLYN,GEORGIA AVE,HEGEMAN AVE,75,3717
75,BROOKLYN,HENDRIX ST,,75,3718
75,BROOKLYN,HENDRIX,,75,3719
77,BROOKLYN,NEW YORK AVE,PARK PLACE,77,3720
77,BROOKLYN,ST CHARLS PL,,77,3721
77,BROOKLYN,ST MARKS,,77,3722
94,BROOKLYN,4 ST,,94,3723
94,BROOKLYN,WYE AVE,,94,3724
94,BROOKLYN,E/S UNION AVE,WITHERS STREET,94,3725
94,BROOKLYN,DUPONT,MANHATTAN,94,3726
94,BROOKLYN,MESEROLE,,94,3727
94,BROOKLYN,,MANHATTAN,94,3728
94,BROOKLYN,INDIA ST,,94,3729
94,BROOKLYN,BROOME ST,,94,3730
94,BROOKLYN,N/E JAVA ST,I/O PROVOST ST,94,3731
94,BROOKLYN,MCGUINES BLVD,,94,3732
94,BROOKLYN,N/W RUSSELL ST,EAGEL ST,94,3733
94,BROOKLYN,NASSAU AVE,,94,3734
94,BROOKLYN,GREENPOINT AVE,,94,3735
94,BROOKLYN,N/E ON RUSSELL S,ENGERY AVE,94,3736
94,BROOKLYN,S/W CORNER ON HUMBOL,NORMAN AVE,94,3737
94,BROOKLYN,JACKSON ST,,94,3738
94,BROOKLYN,CAIUER ST,,94,3739
94,BROOKLYN,NOR 3,,94,3740
94,BROOKLYN,UNION AVE,,94,3741
94,BROOKLYN,BERRY ST,,94,3742
94,BROOKLYN,DRIGGS AVE,UNION  AVE,94,3743
94,BROOKLYN,N/S HURON ST,W/O PROVOST ST,94,3744
94,BROOKLYN,BRIDGEWATER ST,,94,3745
94,BROOKLYN,SUTTON ST,,94,3746
94,BROOKLYN,DIAMOND ST,,94,3747
84,BROOKLYN,BERGEN ST,,84,3748
84,BROOKLYN,BROOKLYN BRIDGE,,84,3749
84,BROOKLYN,PLAYMOU ST,,84,3750
84,BROOKLYN,,,84,3751
84,BROOKLYN,GOLD,,84,3752
84,BROOKLYN,ATLANTIC AVE,,84,3753
73,BROOKLYN,EAST 98 ST,,73,3754
73,BROOKLYN,ST. MARKS AVE,,73,3755
73,BROOKLYN,STONE AVE,,73,3756
73,BROOKLYN,RIVERDALE AVE,,73,3757
73,BROOKLYN,MACDOUGAL ST,STONE AVE,73,3758
73,BROOKLYN,N/E HEGEMAN AVE,HERZL ST,73,3759
73,BROOKLYN,ROCKAWAY,,73,3760
73,BROOKLYN,HERZAL ST,,73,3761
73,BROOKLYN,BAINBRIDGE,,73,3762
73,BROOKLYN,DEAN ST,,73,3763
77,BROOKLYN,RALPH AVE,,77,3764
77,BROOKLYN,ROGERS,,77,3765
77,BROOKLYN,C STERLING PL,,77,3766
77,BROOKLYN,GRAND AVE,,77,3767
77,BROOKLYN,BROOKLYN AVE,PROSPECT PL,77,3768
77,BROOKLYN,PARK PL,BROOKLYN,77,3769
77,BROOKLYN,ST JOHN PLACE,,77,3770
77,BROOKLYN,BROOKLYN AVE,PARK PLACE,77,3771
110,QUEENS,BAXTER AVE,,110,3772
110,QUEENS,41ST AVE,,110,3773
114,QUEENS,HAZEN ST,RIKERS ISLAND,114,3774
114,QUEENS,21ST ST,,114,3775
110,QUEENS,49 ST,,110,3776
110,QUEENS,25 AVE,,110,3777
114,QUEENS,40 AVE,,114,3778
114,QUEENS,22ND ST,,114,3779
23,MANHATTAN,E 104 ST,,23,3780
73,BROOKLYN,OMAS BOYLAND ST,,73,3781
73,BROOKLYN,BOYLAND,,73,3782
73,BROOKLYN,,,73,3783
73,BROOKLYN,MARION ST,,73,3784
73,BROOKLYN,MACDOUGAL ST,,73,3785
73,BROOKLYN,WATKINS,,73,3786
88,BROOKLYN,YORK ST,,88,3787
84,BROOKLYN,JAY ST,,84,3788
84,BROOKLYN,HUDSON AVE,I/O NAVY,84,3789
84,BROOKLYN,UNDER BQE I/O NAVY &,,84,3790
84,BROOKLYN,UNDER BQE I/O TILLAR,,84,3791
84,BROOKLYN,PRINCE ST,,84,3792
84,BROOKLYN,I/O GOLD ST,JOHNSON ST,84,3793
84,BROOKLYN,FULTON ST,,84,3794
84,BROOKLYN,TILLARY ST,,84,3795
84,BROOKLYN,PEARL ST,,84,3796
84,BROOKLYN,FURMAN ST,,84,3797
84,BROOKLYN,N/W NAVY ST,N OF TILLARY ST,84,3798
84,BROOKLYN,PACIFIC ST,,84,3799
84,BROOKLYN,N/E WYCKOFF,NEVINS,84,3800
84,BROOKLYN,S/W ADAMS ST,PLYMOUTH ST,84,3801
84,BROOKLYN,WYCKOFF ST,,84,3802
84,BROOKLYN,REMSEN ST,,84,3803
84,BROOKLYN,DEAN ST,,84,3804
84,BROOKLYN,HUDSON AVE,I/O NAVY ST,84,3805
84,BROOKLYN,YORK ST,,84,3806
87,BROOKLYN,YORK ST,,87,3807
84,BROOKLYN,BRIDGE ST,,84,3808
84,BROOKLYN,W/S NAVEY ST,N/O TILLARY ST,84,3809
84,BROOKLYN,N/S TILLARY ST,W/O NAVY,84,3810
84,BROOKLYN,N/S TILLARY ST,W/O NAVY ST,84,3811
84,BROOKLYN,N/S TILLARY,W/O NAVY ST,84,3812
84,BROOKLYN,S/O 81 POPLAR ST,,84,3813
83,BROOKLYN,GREENE AVE,,83,3814
83,BROOKLYN,WEIRFIELD ST,,83,3815
83,BROOKLYN,N/W BUSHWICK AVE,JEFFERSON AVE,83,3816
83,BROOKLYN,REAR OF 355 COVERT S,,83,3817
83,BROOKLYN,SCHAFER ST,,83,3818
83,BROOKLYN,HIMROD,,83,3819
83,BROOKLYN,GROVE ST,,83,3820
32,MANHATTAN,N/E W 138 ST,7 AVE,32,3821
32,MANHATTAN,W 146 ST,,32,3822
33,OTHER,LENOX AVE,,33,3823
25,MANHATTAN,E 126 ST,,25,3824
25,MANHATTAN,E 131 ST,,25,3825
25,MANHATTAN,E 1117 ST,,25,3826
25,MANHATTAN,E 119 ST,,25,3827
25,MANHATTAN,E 127 ST,,25,3828
25,MANHATTAN,E 132 ST,,25,3829
25,MANHATTAN,E 119,MADISON AVE,25,3830
26,MANHATTAN,MORNINGSIDE DRIVE,,26,3831
26,MANHATTAN,W 113 ST,,26,3832
32,MANHATTAN,WEST 140 ST,,32,3833
32,MANHATTAN,S/W/ W 145 ST,8TH AVE,32,3834
32,MANHATTAN,W 145 ST,,32,3835
20,MANHATTAN,W 83 ST,,20,3836
20,MANHATTAN,FREEDOM PL,,20,3837
20,MANHATTAN,W 81 ST,,20,3838
20,MANHATTAN,W 78 ST,,20,3839
20,MANHATTAN,W 72 ST,,20,3840
26,MANHATTAN,W 140 ST,,26,3841
26,MANHATTAN,W 131 ST,,26,3842
32,MANHATTAN,W 151 ST,,32,3843
32,MANHATTAN,MACOMBS PL,,32,3844
32,MANHATTAN,ST NICHOLAS,,32,3845
83,BROOKLYN,WYCLIFF AVE,,83,3846
83,BROOKLYN,WYCOFF AVE,,83,3847
83,BROOKLYN,IRVING,,83,3848
77,BROOKLYN,STERLING PLACE,,77,3849
77,BROOKLYN,BROOKLYN AVE,,77,3850
77,BROOKLYN,STERLINE PL N,,77,3851
77,BROOKLYN,CLASSON,,77,3852
94,BROOKLYN,WEST ST,,94,3853
94,BROOKLYN,N/B OF N/E N 8,KENT AVE,94,3854
94,BROOKLYN,FRANKLIN ST,,94,3855
94,BROOKLYN,CLAYER ST,,94,3856
94,BROOKLYN,NOR 10 ST,,94,3857
94,BROOKLYN,WEST ST,FREEMAN ST,94,3858
94,BROOKLYN,LEONARD ST,,94,3859
94,BROOKLYN,HURON ST,,94,3860
83,BROOKLYN,MOFFAT,,83,3861
83,BROOKLYN,PALMETTO,,83,3862
83,BROOKLYN,WEIRFIELD,,83,3863
83,BROOKLYN,TROUTMAN,,83,3864
83,BROOKLYN,CORNELIA ST,,83,3865
83,BROOKLYN,ELDERT ST,,83,3866
83,BROOKLYN,HANCOCK,,83,3867
83,BROOKLYN,PUTNAM AVE,,83,3868
83,BROOKLYN,BUSHWICK AVE,,83,3869
83,BROOKLYN,KNICKERDOKER AVE,,83,3870
83,BROOKLYN,MADISON ST,,83,3871
83,BROOKLYN,STOCKHOLMS ST,,83,3872
32,MANHATTAN,W 132 ST,,32,3873
32,MANHATTAN,BRADHURST AVE,,32,3874
32,MANHATTAN,W 153 ST,,32,3875
32,MANHATTAN,W 130 ST,,32,3876
32,MANHATTAN,WEST 151 ST,,32,3877
30,MANHATTAN,HAMILTON TERR,,30,3878
30,MANHATTAN,N/W W 152 ST,BROADWAY,30,3879
30,MANHATTAN,S/W W 151 ST,BROADWAY,30,3880
30,MANHATTAN,N/W W 153 ST,S/N/P,30,3881
30,MANHATTAN,W 148 ST,,30,3882
30,MANHATTAN,WEST 136 ST,,30,3883
30,MANHATTAN,W 150 ST,,30,3884
30,MANHATTAN,WEST 144 ST,,30,3885
30,MANHATTAN,AMSTERDAM AVE,,30,3886
30,MANHATTAN,BRADHURST AVE,,30,3887
30,MANHATTAN,AMSTERDAM,,30,3888
30,MANHATTAN,W 135,,30,3889
30,MANHATTAN,ST NICHOLAS AVE,,30,3890
30,MANHATTAN,WEST 143 ST,,30,3891
30,MANHATTAN,HAMILTON,,30,3892
30,MANHATTAN,EDGECOMBE AVE,,30,3893
30,MANHATTAN,WEST 145 ST,,30,3894
30,MANHATTAN,W 141 ST,,30,3895
30,MANHATTAN,W 143,,30,3896
30,MANHATTAN,W 152ND ST,,30,3897
30,MANHATTAN,W 144 ST,,30,3898
30,MANHATTAN,W 136 ST,,30,3899
30,MANHATTAN,W 137 ST,,30,3900
30,MANHATTAN,W 135 ST,,30,3901
83,BROOKLYN,COVERT ST,,83,3902
83,BROOKLYN,MOFFAT ST,,83,3903
83,BROOKLYN,S/S HANCOCK ST,E/O KNICKERBOCKER,83,3904
83,BROOKLYN,TROUTMAN ST,,83,3905
83,BROOKLYN,BLEEKER ST,,83,3906
83,BROOKLYN,FORDHAM PLACE,,83,3907
83,BROOKLYN,MELROSE AVE,KNICKERBOCKER AVE,83,3908
83,BROOKLYN,MELROSE ST,KNICKERBOCKER AVE,83,3909
83,BROOKLYN,GREENE AVE,IRVING AVE,83,3910
83,BROOKLYN,CYPRESS AVE,STANHOPE ST,83,3911
83,BROOKLYN,CYPRESS AVE,HIMROD ST,83,3912
83,BROOKLYN,HURMAN ST,CYPRESS AVE,83,3913
83,BROOKLYN,COURT ST,,83,3914
84,BROOKLYN,W/S PEARL ST,I/O YORK ST,84,3915
84,BROOKLYN,W/B PEARL ST,I/O YORK ST,84,3916
84,BROOKLYN,HICKS ST,,84,3917
84,BROOKLYN,CRANBERRY ST,,84,3918
84,BROOKLYN,GRACE COURT,,84,3919
84,BROOKLYN,TILLARY NAVY,,84,3920
84,BROOKLYN,TILLARY,NAVY,84,3921
75,BROOKLYN,ETNA ST,,75,3922
76,BROOKLYN,ATKINS AVE,,76,3923
75,BROOKLYN,SHERIDAN AVE,,75,3924
75,BROOKLYN,JACKIE ROBINISON SER,,75,3925
75,BROOKLYN,S/W JAMAICA AVE,ASHLAND ST,75,3926
41,BRONX,BERRETTO ST,,41,3927
42,BRONX,L/O 166 ST,TRINTY AVE,42,3928
42,BRONX,BOSTON ROAD,,42,3929
42,BRONX,ST PAULS PLACE,,42,3930
42,BRONX,FULTON ST,,42,3931
42,BRONX,CROTONA PARK,,42,3932
42,BRONX,CLAREMONT PK,,42,3933
42,BRONX,E 167 ST,,42,3934
42,BRONX,E 163 ST,,42,3935
42,BRONX,LONGFELLOW AVE,,42,3936
40,BRONX,E 149 ST,EAGLE AVE,40,3937
43,BRONX,BRUCKNER BLVD,,43,3938
43,BRONX,VIRGIL PL,,43,3939
43,BRONX,OLMSTEAD,,43,3940
43,BRONX,STARLING AVE,,43,3941
43,BRONX,HUNT ST,,43,3942
45,BRONX,BRUCKNER BLVD,CHARLES J CRIMI RD,45,3943
43,BRONX,WHEELER AVE,,43,3944
42,BRONX,TINTON AVE,,42,3945
42,BRONX,EAST 173 ST,,42,3946
42,BRONX,ELTON AVE,,42,3947
42,BRONX,E 173 ST,,42,3948
42,BRONX,UNION AVE,,42,3949
42,BRONX,LYMMAN PL,,42,3950
40,BRONX,E 149 ST,,40,3951
50,BRONX,NEERLANDS AVE,,50,3952
50,BRONX,W 197 ST,,50,3953
50,BRONX,RESERVIOR AVE,,50,3954
50,BRONX,WEST 231 ST,,50,3955
50,BRONX,KINGSBRIDGE TERRACE,,50,3956
50,BRONX,HEA AVE,,50,3957
50,BRONX,KINGSBRUDGE TERR,,50,3958
50,BRONX,251,BROADWAY,50,3959
75,BROOKLYN,CRESCENT,,75,3960
79,BROOKLYN,ELLERY ST,,79,3961
79,BROOKLYN,LAFYAETTE AVE,,79,3962
79,BROOKLYN,PUTNAM AVE,THROOP AVE,79,3963
79,BROOKLYN,KENT AVE,,79,3964
79,BROOKLYN,MACON ST,,79,3965
79,BROOKLYN,HANLOCK ST,,79,3966
79,BROOKLYN,YROOP AVE,,79,3967
79,BROOKLYN,QUINCY ST,,79,3968
79,BROOKLYN,TAFFEE PL,,79,3969
79,BROOKLYN,PUTNAM AVE,,79,3970
79,BROOKLYN,NOSTRAND AVE,,79,3971
79,BROOKLYN,TAAFFE PL,,79,3972
79,BROOKLYN,LEXINGTON AV,,79,3973
70,BROOKLYN,N/S AVE J,W/O E 21ST,70,3974
70,BROOKLYN,AVE K,,70,3975
70,BROOKLYN,N/W AVE N,EAST 22ND ST,70,3976
70,BROOKLYN,,,70,3977
70,BROOKLYN,E 24 ST,,70,3978
70,BROOKLYN,AVE N,,70,3979
70,BROOKLYN,PUGBY RD,DORCHESTER RD,70,3980
70,BROOKLYN,AVE N,CONEY ISLAND,70,3981
78,BROOKLYN,FOSTER AVE,,78,3982
70,BROOKLYN,PARKSIDE,,70,3983
70,BROOKLYN,/S/W AVE H,FLATBUSH AVE,70,3984
70,BROOKLYN,AIMERSOFT PL,,70,3985
70,BROOKLYN,AVE J,E 23 ST,70,3986
70,BROOKLYN,KINGS HWY,C/O E 23 ST,70,3987
70,BROOKLYN,OCEAN AV,,70,3988
70,BROOKLYN,18 AVE,,70,3989
50,BRONX,BROADWAY,251 ST,50,3990
50,BRONX,N/E W 251 ST,BROADWAY,50,3991
43,BRONX,N/W/O RANDALL AVE,CASTLE HILL AVE,43,3992
43,BRONX,BOYNTON AVE,,43,3993
43,BRONX,WHITE PLAIN RD,,43,3994
43,BRONX,LACOMBE AVE,,43,3995
43,BRONX,MANOR AVE,,43,3996
43,BRONX,TAYLOR,,43,3997
43,BRONX,PUGSLEY AVE,,43,3998
43,BRONX,OLMSTEAD AVE,LACOMBE AVE,43,3999
50,BRONX,CLAFLIN,REGEVOIR,50,4000
50,BRONX,SEDGWICK,,50,4001
50,BRONX,OXFORD AVE,,50,4002
50,BRONX,CLAFLIN AVE,,50,4003
50,BRONX,GOUVERNEUR AVE,,50,4004
50,BRONX,UNIVERSITY AVE,,50,4005
50,BRONX,IRWIN AVE,,50,4006
50,BRONX,UNIVERSITY,,50,4007
50,BRONX,BAILEY AVE,,50,4008
50,BRONX,FORT INDEPENDENCE AV,,50,4009
50,BRONX,W 251 ST,BROADWAY,50,4010
50,BRONX,LAKEVIEW,BROADWAY,50,4011
50,BRONX,CARRON PL,,50,4012
50,BRONX,N/W WALDO,W 238 ST,50,4013
43,BRONX,N/E/ ST LAWRENCE,E 174 ST,43,4014
43,BRONX,WHEELER,E 172,43,4015
43,BRONX,METCALF,LAFAYETTE,43,4016
43,BRONX,METCALF,SOUNDVIEW PK,43,4017
43,BRONX,FTELEY AVE,,43,4018
43,BRONX,COMMON WEAL AVE,,43,4019
43,BRONX,N/W WHEELER AVE,WESTCHESTER AVE,43,4020
43,BRONX,SOUND VIEW,,43,4021
48,BRONX,GARDEN ST,SOUTHERN BLVD,48,4022
48,BRONX,SOUERN BLVD,GARDEN ST,48,4023
48,BRONX,EAST 180,,48,4024
48,BRONX,E 180,HUGHES,48,4025
48,BRONX,CUMBRELENG,CRESCENT,48,4026
48,BRONX,S/B QUARRY RD,N/O E 182 ST,48,4027
52,BRONX,SEDGWICK AVE,,52,4028
50,BRONX,WEBB AVE,,50,4029
50,BRONX,BARLEY AVE,,50,4030
50,BRONX,W 230 ST,,50,4031
50,BRONX,W 260 ST,,50,4032
50,BRONX,RIVERDALE AVE,,50,4033
50,BRONX,HH PKWY,S/O W 232 ST,50,4034
50,BRONX,KINGSBRIDGE TER,,50,4035
70,BROOKLYN,MCDONALD AVE,,70,4036
70,BROOKLYN,COREY ISLAND AVE,,70,4037
70,BROOKLYN,DITMAS AVE,RUGBY RD,70,4038
70,BROOKLYN,AVE K,BEDFORD AVE,70,4039
70,BROOKLYN,AVE L,,70,4040
70,BROOKLYN,EAST 18 ST,,70,4041
70,BROOKLYN,STEPHANS CT,,70,4042
63,BROOKLYN,N/E CORNER E 66 ST,,63,4043
63,BROOKLYN,E 36 ST,,63,4044
63,BROOKLYN,E 72 S,,63,4045
63,BROOKLYN,E 55 ST,,63,4046
63,BROOKLYN,ALBANY AVE,,63,4047
63,BROOKLYN,E 72 ST,BERGEN CT,63,4048
63,BROOKLYN,E 40 ST,,63,4049
63,BROOKLYN,BERGEN AVE,I/S BERGEN CT,63,4050
63,BROOKLYN,BERGEN AVE,I/S ROYCE PL,63,4051
63,BROOKLYN,AVE L,E 73,63,4052
63,BROOKLYN,E 42 ST,,63,4053
63,BROOKLYN,E 32 ST,QUENTIN RD,63,4054
63,BROOKLYN,HENDRICKSON ST,,63,4055
63,BROOKLYN,S/E/ E 55,FLATLANDS,63,4056
63,BROOKLYN,E 72 ST,ROYCE PLACE,63,4057
63,BROOKLYN,E 72,AVE  N,63,4058
63,BROOKLYN,E 59 ST,,63,4059
63,BROOKLYN,E 54 ST,,63,4060
63,BROOKLYN,KINGS HIGHWAY,,63,4061
63,BROOKLYN,HUBBARD PLACE,,63,4062
63,BROOKLYN,E 56 ST,,63,4063
63,BROOKLYN,EAST 72,,63,4064
63,BROOKLYN,NEW YORK AVE,I/O AVE K,63,4065
63,BROOKLYN,REAR OF 5400 AVE,U,63,4066
63,BROOKLYN,REAR OF 5400 AVE U,,63,4067
63,BROOKLYN,FILLMORE AVE,,63,4068
63,BROOKLYN,E 59 PLACE,,63,4069
50,BRONX,ADRIAN AVE,,50,4070
49,BRONX,BOGART AVE,,49,4071
49,BRONX,MULINER AVE,,49,4072
49,BRONX,SEYMOUR AVE,,49,4073
49,BRONX,LURTING,,49,4074
49,BRONX,YATES AVE,,49,4075
49,BRONX,PELHAM PKWY N,,49,4076
45,BRONX,BOLLER AVE,,45,4077
45,BRONX,SPENCER DRIVE,,45,4078
45,BRONX,ERICSON PL,,45,4079
45,BRONX,BIAIR AVE,,45,4080
45,BRONX,MINNEFORD AVE,,45,4081
45,BRONX,LIBRARY AVE,,45,4082
45,BRONX,OUTLOOK AVE,,45,4083
45,BRONX,OUTLOOK AV,,45,4084
45,BRONX,DE KRUIF PLACE,,45,4085
45,BRONX,KING AVE,,45,4086
45,BRONX,ROMBOUTS AVE,,45,4087
45,BRONX,HARRINGTON AVE,,45,4088
45,BRONX,N/E BENSIN,ST RAYAND,45,4089
45,BRONX,DEWEY AVE,,45,4090
49,BRONX,E TREMONT AVE,,49,4091
49,BRONX,UNIONPORT AVE,BRONX PK,49,4092
49,BRONX,UNIONPORT RD,,49,4093
49,BRONX,WHITE PLAINS RD,,49,4094
49,BRONX,FISH AVE,,49,4095
49,BRONX,MORRIS PARK AVE,,49,4096
49,BRONX,WALLACE AVE,,49,4097
52,BRONX,W FORDHAM RD,,52,4098
43,BRONX,BRUCKNER,,43,4099
43,BRONX,SOUNDVIEW,,43,4100
43,BRONX,BRONX RIVER AVE,,43,4101
43,BRONX,CAESAR PL,,43,4102
43,BRONX,CX BX EXPWY,SERU RD,43,4103
43,BRONX,MORRISON,WESTCHESTER,43,4104
43,BRONX,CROES AVE,,43,4105
43,BRONX,CROSS AVE,,43,4106
43,BRONX,QUIMBY AVE,,43,4107
43,BRONX,E/S OLMSTEAD AVE,,43,4108
43,BRONX,TAYLOR AVE,,43,4109
70,BROOKLYN,CONEY ISLAND AV,,70,4110
70,BROOKLYN,BEVERLY RD,,70,4111
70,BROOKLYN,I/F ST PAUL COURT,AND OCEAN,70,4112
70,BROOKLYN,N/E E 19 ST,AVE K,70,4113
70,BROOKLYN,S/E CLARKSON RD,FLATBUSH AVE,70,4114
70,BROOKLYN,E 22 & FOSTER AVE,,70,4115
70,BROOKLYN,CLARENDON RD,,70,4116
70,BROOKLYN,E 23RD ST,,70,4117
70,BROOKLYN,BAY AVE,E 18TH ST,70,4118
70,BROOKLYN,CATON AVE,WESTMINSTER,70,4119
70,BROOKLYN,NOSTRAND,,70,4120
70,BROOKLYN,E 16 ST,,70,4121
70,BROOKLYN,E 23,,70,4122
70,BROOKLYN,DORCHESTER RD,,70,4123
70,BROOKLYN,E 22,,70,4124
70,BROOKLYN,E 22ND ST,,70,4125
70,BROOKLYN,N/W ARGYLE,NEWKIRK AVE,70,4126
70,BROOKLYN,N/E E 19,NEWKIRK AV,70,4127
70,BROOKLYN,E 13 ST.,,70,4128
70,BROOKLYN,WOODRUFF AVE,,70,4129
70,BROOKLYN,ALBEMARLE RD,,70,4130
70,BROOKLYN,CHURCH,,70,4131
76,BROOKLYN,CHURCH,,76,4132
70,BROOKLYN,E 26 ST,,70,4133
70,BROOKLYN,EAST 21 ST,,70,4134
18,MANHATTAN,W 49 ST,,18,4135
18,MANHATTAN,WEST 55 ST,,18,4136
18,MANHATTAN,PARK AVE,,18,4137
18,MANHATTAN,I/N WEST 47 ST,12TH AVE,18,4138
18,MANHATTAN,5 AVE,,18,4139
18,MANHATTAN,EAST 55,,18,4140
18,MANHATTAN,W 46,,18,4141
18,MANHATTAN,W 55 ST,,18,4142
18,MANHATTAN,8 AVE,,18,4143
18,MANHATTAN,W 57 ST,,18,4144
18,MANHATTAN,W 54 ST,,18,4145
18,MANHATTAN,W 51 ST,,18,4146
18,MANHATTAN,W 47 ST,,18,4147
105,QUEENS,MERRICK,,105,4148
105,QUEENS,N/E MERRICK BLVD,224 ST,105,4149
103,QUEENS,S/W/ ARCHER AVE,PARSONS BLVD,103,4150
103,QUEENS,S/E/ ARCHER AVE,153 ST,103,4151
105,QUEENS,N/S SOU RD,E/O BREWER BLVD,105,4152
101,QUEENS,177 ST,,101,4153
103,QUEENS,179 PL,,103,4154
103,QUEENS,PARSON,ARCHER AVE,103,4155
103,QUEENS,97 AVE,,103,4156
106,QUEENS,S/W CORNER 123 ST,S/O 103 AVE,106,4157
106,QUEENS,N/W 152 AVE,125 ST,106,4158
106,QUEENS,120 ST,,106,4159
106,QUEENS,,,106,4160
106,QUEENS,79 ST,,106,4161
106,QUEENS,153 AVE,,106,4162
106,QUEENS,88 ST,,106,4163
106,QUEENS,84 ST,,106,4164
106,QUEENS,135 AVE,,106,4165
106,QUEENS,WHETE AVE,,106,4166
106,QUEENS,WHERDY AVE,,106,4167
106,QUEENS,115 ST,SUTTER AVE,106,4168
106,QUEENS,SUTTER AVE,,106,4169
106,QUEENS,S/W/ 123 ST,S/O 103 AVE,106,4170
106,QUEENS,LIBERTY,,106,4171
106,QUEENS,103 AV,,106,4172
105,QUEENS,223 ST,,105,4173
105,QUEENS,113 AVE,,105,4174
105,QUEENS,76 AV,265 ST,105,4175
105,QUEENS,FLB,,105,4176
105,QUEENS,WELLER LN,CRAFT AVE,105,4177
105,QUEENS,258 ST,149 RD,105,4178
105,QUEENS,77 AVE,,105,4179
102,QUEENS,ELDERTS LN,ROCKAWAY BLVD,102,4180
102,QUEENS,BABBAGE ST,LEFFERTS BLVD,102,4181
102,QUEENS,115 ST,,102,4182
102,QUEENS,90 ST,,102,4183
60,BROOKLYN,N/W 27 AVE,SHORE PKWY,60,4184
102,QUEENS,94 ST,,102,4185
102,QUEENS,AUSTIN ST,,102,4186
102,QUEENS,ATLANTIC AVE,,102,4187
102,QUEENS,95 AVE,,102,4188
102,QUEENS,S/W 91 AVE,117 ST,102,4189
102,QUEENS,85 RD,,102,4190
102,QUEENS,89 ST,95 AVE,102,4191
102,QUEENS,91 AVE,,102,4192
102,QUEENS,102 RD,,102,4193
