Issuer Code,Issuer Precinct,Issuing Agency,Issuer Command
905198,401,P,0401
916404,406,P,0406
946951,406,P,0406
934859,401,P,0401
948095,401,P,0401
936459,401,P,0401
962191,401,P,0401
977487,401,P,0401
594308,0,S,KN03
686939,0,S,KS07
921396,0,S,KN03
538338,0,S,BK09
599445,0,S,KN05
669655,0,S,KN05
921378,0,S,QW01
686936,0,S,QW04
584927,0,S,QW09
582822,0,S,QW06
682822,0,S,QW06
612311,0,S,BX08
958004,109,P,0109
952829,40,P,0040
937920,41,P,0041
962679,41,P,0041
962667,41,P,0041
951029,43,P,0043
956869,43,P,0043
956809,43,P,0043
949942,43,P,0043
936012,43,P,0043
932310,43,P,0043
930010,43,P,0043
940943,43,P,0043
951061,43,P,0043
961309,43,P,0043
955267,43,P,0043
952583,43,P,0043
948610,163,P,0163
897275,163,P,0163
924816,163,P,0163
962041,41,P,0041
958082,41,P,0041
961945,41,P,0041
961933,41,P,0041
931049,41,P,0041
957620,41,P,0041
950521,50,P,0050
952941,50,P,0050
946149,50,P,0050
946124,80,P,0080
946124,50,P,0050
956232,50,P,0050
940322,50,P,0050
960468,50,P,0050
959193,50,P,0050
956082,50,P,0050
941005,50,P,0050
960389,50,P,0050
957346,40,P,0040
948745,40,P,0040
947916,40,P,0040
951632,40,P,0040
961005,46,P,0046
961989,41,P,0041
933743,41,P,0041
963172,41,P,0041
939581,48,P,0048
957303,48,P,0048
939541,48,P,0048
956559,48,P,0048
904782,52,P,0052
916426,52,P,0052
959933,52,P,0052
962081,52,P,0052
943384,52,P,0052
959839,44,P,0044
929901,163,P,0163
960091,44,P,0044
961831,44,P,0044
962061,44,P,0044
959424,44,P,0044
940091,44,P,0044
959021,44,P,0044
960722,44,P,0044
939139,44,P,0044
960480,44,P,0044
961762,44,P,0044
960400,44,P,0044
960360,44,P,0044
961554,44,P,0044
929480,44,P,0044
958293,44,P,0044
934275,44,P,0044
953189,44,P,0044
961948,44,P,0044
955012,44,P,0044
962814,52,P,0052
960455,52,P,0052
951540,52,P,0052
953287,52,P,0052
959985,52,P,0052
959582,52,P,0052
948229,43,P,0043
954064,43,P,0043
948810,43,P,0043
916697,43,P,0043
958602,43,P,0043
957602,43,P,0043
908602,43,P,0043
667944,0,S,MN09
535036,0,S,MN02
962569,44,P,0044
962580,44,P,0044
962696,44,P,0044
962796,44,P,0044
959961,44,P,0044
960070,44,P,0044
959852,44,P,0044
959915,44,P,0044
960437,42,P,0042
958268,42,P,0042
959060,42,P,0042
944888,42,P,0042
941287,42,P,0042
957275,42,P,0042
961435,42,P,0042
960965,42,P,0042
958650,42,P,0042
956200,42,P,0042
961354,42,P,0042
961842,40,P,0040
937546,40,P,0040
957396,40,P,0040
939279,45,P,0045
956182,163,P,0163
947746,45,P,0045
957419,109,P,0109
962106,109,P,0109
918603,109,P,0109
959775,109,P,0109
941205,109,P,0109
594679,0,S,MN02
959583,109,P,0109
960050,109,P,0109
960080,0,P,0000
959463,109,P,0109
950695,109,P,0109
937714,109,P,0109
959483,109,P,0109
937496,114,P,0114
961524,114,P,0114
961521,114,P,0114
961571,114,P,0114
959214,114,P,0114
951867,114,P,0114
951919,114,P,0114
960300,114,P,0114
960602,114,P,0114
960002,114,P,0114
935136,114,P,0114
960900,114,P,0114
961451,114,P,0114
961431,114,P,0114
906939,114,P,0114
959521,109,P,0109
959919,109,P,0109
951065,109,P,0109
951069,109,P,0109
959971,109,P,0109
954090,109,P,0109
959918,109,P,0109
960223,109,P,0109
957667,109,P,0109
962051,109,P,0109
951873,109,P,0109
961324,109,P,0109
917107,109,P,0109
926197,109,P,0109
926127,109,P,0109
943554,109,P,0109
947554,109,P,0109
960428,109,P,0109
960426,109,P,0109
947622,109,P,0109
942622,109,P,0109
957260,109,P,0109
953104,109,P,0109
917153,109,P,0109
955692,109,P,0109
950748,109,P,0109
930441,109,P,0109
957388,109,P,0109
943495,109,P,0109
943492,109,P,0109
961506,109,P,0109
947657,109,P,0109
961152,109,P,0109
961327,109,P,0109
953266,109,P,0109
961265,109,P,0109
960152,109,P,0109
961138,109,P,0109
956609,109,P,0109
959476,109,P,0109
959415,109,P,0109
938337,109,P,0109
938377,109,P,0109
941740,109,P,0109
958522,114,P,0114
955522,114,P,0114
960353,114,P,0114
946946,114,P,0114
945117,114,P,0114
956746,114,P,0114
958797,114,P,0114
949362,114,P,0114
949362,117,P,0117
952279,114,P,0114
950331,114,P,0114
957410,114,P,0114
953306,114,P,0114
540131,0,S,MN11
941284,114,P,0114
958237,114,P,0114
924083,114,P,0114
942515,114,P,0114
942545,114,P,0114
942845,114,P,0114
942595,114,P,0114
959480,114,P,0114
947909,114,P,0114
955206,114,P,0114
913820,169,P,0169
943504,169,P,0169
918995,169,P,0169
961821,114,P,0114
951929,114,P,0114
451929,114,P,0114
952689,104,P,0104
950273,104,P,0104
960218,104,P,0104
944775,104,P,0104
962628,104,P,0104
962625,104,P,0104
962255,104,P,0104
962537,104,P,0104
956797,104,P,0104
962552,104,P,0104
962252,104,P,0104
952538,104,P,0104
957763,104,P,0104
939736,104,P,0104
934736,104,P,0104
960859,104,P,0104
954681,104,P,0104
624993,0,S,MN07
588816,0,S,MN03
660664,0,S,MN01
610119,0,S,MW11
539545,0,S,MN12
668705,0,S,MN12
980342,0,S,BX11
533829,0,S,BX11
962977,5,P,0005
588792,0,S,MN06
953271,52,P,0052
933589,52,P,0052
933589,0,P,NYPD
954960,52,P,0052
961813,41,P,0041
962401,41,P,0041
949203,41,P,0041
959255,41,P,0041
540123,0,S,BX08
946081,0,P,PBBX
946081,0,P,PBOX
961413,40,P,0040
956940,40,P,0040
928513,40,P,0040
961800,48,P,0048
962769,48,P,0048
957733,46,P,0046
942301,46,P,0046
938442,46,P,0046
938446,46,P,0046
959372,46,P,0046
956898,46,P,0046
956890,46,P,0046
960451,52,P,0052
955191,52,P,0052
951351,52,P,0052
960829,52,P,0052
960640,52,P,0052
961502,52,P,0052
959823,52,P,0052
940426,43,P,0043
962873,40,P,0040
947026,40,P,0040
952907,40,P,0040
954803,40,P,0040
946803,40,P,0040
960416,40,P,0040
667929,0,S,KS13
363472,0,P,MSTG
363520,0,P,QNTU
349562,0,P,QNTE
338603,730,P,T730
345163,730,P,T730
349539,0,P,BKTP
959966,34,P,0034
957289,34,P,0034
952073,34,P,0034
955622,34,P,0034
960031,34,P,0034
945549,34,P,0034
953422,34,P,0034
953922,34,P,0034
954154,34,P,0034
953742,34,P,0034
932711,34,P,0034
958548,34,P,0034
918637,34,P,0034
939318,34,P,0034
959053,34,P,0034
957557,34,P,0034
540121,0,S,KS07
829379,0,S,KS1Y
937557,34,P,0034
958445,34,P,0034
961228,34,P,0034
945282,34,P,0034
957734,34,P,0034
957234,34,P,0034
945266,23,P,0023
934068,23,P,0023
993440,23,P,0023
952889,23,P,0023
962591,23,P,0023
941307,28,P,0028
958653,28,P,0028
958817,28,P,0028
955770,28,P,0028
939983,28,P,0028
936299,34,P,0034
941561,33,P,0033
958315,33,P,0033
941854,33,P,0033
936622,33,P,0033
938622,33,P,0033
957499,33,P,0033
945540,33,P,0033
941720,33,P,0033
931772,33,P,0033
931792,33,P,0033
959935,33,P,0033
961824,33,P,0033
962774,33,P,0033
947547,33,P,0033
954168,33,P,0033
936716,19,P,0019
953703,32,P,0032
958652,32,P,0032
959000,32,P,0032
945575,32,P,0032
954396,32,P,0032
962154,32,P,0032
958484,34,P,0034
956561,32,P,0032
949386,32,P,0032
958405,23,P,0023
952199,23,P,0023
960567,23,P,0023
943931,34,P,0034
823628,34,P,0034
893720,34,P,0034
930504,34,P,0034
961820,34,P,0034
901820,34,P,0034
954592,34,P,0034
959834,34,P,0034
961310,34,P,0034
901310,34,P,0034
961340,34,P,0034
953232,34,P,0034
956765,34,P,0034
953826,34,P,0034
927847,34,P,0034
962136,34,P,0034
960136,34,P,0034
947161,19,P,0019
960032,19,P,0019
460032,19,P,0019
936295,34,P,0034
938339,33,P,0033
938336,33,P,0033
938334,33,P,0033
925840,26,P,0026
942819,26,P,0026
949172,110,P,0110
962979,110,P,0110
963066,110,P,0110
963103,110,P,0110
963208,110,P,0110
963085,110,P,0110
963285,110,P,0110
963177,110,P,0110
0,110,P,0110
959005,114,P,0114
962665,114,P,0114
955086,114,P,0114
960009,11,P,0011
960009,114,P,0114
960289,114,P,0114
932552,114,P,0114
947942,114,P,0114
935041,114,P,0114
931371,114,P,0114
930539,114,P,0114
962260,114,P,0114
931979,114,P,0114
959080,114,P,0114
960067,114,P,0114
959510,114,P,0114
942819,76,P,0076
963228,26,P,0026
963228,29,P,0029
940015,19,P,0019
956198,19,P,0019
960804,19,P,0019
936626,19,P,0019
929765,19,P,0019
959461,19,P,0019
960919,33,P,0033
945351,33,P,0033
936048,33,P,0033
962054,33,P,0033
939108,0,P,0O33
939864,33,P,0033
958956,33,P,0033
986040,33,P,0033
956040,33,P,0033
956090,33,P,0033
916217,33,P,0033
954807,33,P,0033
953783,33,P,0033
946446,33,P,0033
898139,19,P,0019
930597,111,P,0111
930107,111,P,0111
916663,111,P,0111
934922,111,P,0111
938717,111,P,0111
938797,111,P,0111
953136,111,P,0111
936127,111,P,0111
900448,111,P,0111
960273,111,P,0111
931001,111,P,0111
957572,111,P,0111
934404,111,P,0111
952235,104,P,0104
958756,104,P,0104
951546,104,P,0104
953991,104,P,0104
930604,104,P,0104
962558,104,P,0104
960035,23,P,0023
954212,23,P,0023
929260,23,P,0023
940454,33,P,0033
937587,33,P,0033
959961,33,P,0033
960600,33,P,0033
959052,33,P,0033
959802,33,P,0033
902639,33,P,0033
925669,30,P,0030
960445,30,P,0030
957618,33,P,0033
959714,23,P,0023
958184,23,P,0023
959285,23,P,0023
954085,23,P,0023
959085,23,P,0023
959913,23,P,0023
958396,23,P,0023
930585,23,P,0023
962386,23,P,0023
959306,23,P,0023
960168,23,P,0023
958550,23,P,0023
961270,34,P,0034
954277,34,P,0034
958700,34,P,0034
958326,34,P,0034
960504,34,P,0034
960504,31,P,0031
945725,34,P,0034
957724,34,P,0034
961273,34,P,0034
958656,34,P,0034
958686,34,P,0034
957967,34,P,0034
925839,34,P,0034
960527,34,P,0034
954814,34,P,0034
952557,34,P,0034
903106,34,P,0034
960725,26,P,0026
941709,26,P,0026
931588,26,P,0026
0,26,P,0026
992819,26,P,0026
927590,26,P,0026
927153,26,P,0026
936269,26,P,0026
956791,26,P,0026
960264,24,P,0024
947215,24,P,0024
943336,24,P,0024
963150,24,P,0024
960747,24,P,0024
355417,103,P,0103
924994,19,P,0019
956789,24,P,0024
960747,29,P,0029
944130,24,P,0024
957545,24,P,0024
932534,24,P,0024
956668,24,P,0024
949215,24,P,0024
947690,24,P,0024
961118,24,P,0024
961332,24,P,0024
935684,24,P,0024
959158,24,P,0024
951282,26,P,0026
957363,26,P,0026
957679,26,P,0026
956996,26,P,0026
953297,26,P,0026
354098,0,P,MNTE
338843,0,P,MNTE
356549,103,P,T103
354188,0,P,MNTE
330766,0,P,BXTE
361099,0,P,BXTE
355556,801,P,T801
355598,0,P,BXTE
363139,0,P,BXTE
944339,26,P,0026
960802,26,P,0026
945751,26,P,0026
931465,66,P,0066
931465,6,P,0006
959349,66,P,0066
954934,66,P,0066
946402,66,P,0066
934264,66,P,0066
941101,66,P,0066
958351,66,P,0066
363139,0,P,BX7E
363179,0,P,BXTE
354177,801,P,T801
358632,0,P,BXTE
355593,0,P,BXTE
355598,0,P,BXTN
356471,0,P,MNTE
356191,0,P,MNTE
958600,66,P,0066
934584,66,P,0066
959198,66,P,0066
939198,66,P,0066
939798,66,P,0066
954198,66,P,0066
932135,66,P,0066
957669,66,P,0066
956747,66,P,0066
956777,66,P,0066
956797,66,P,0066
937926,64,P,0064
960778,66,P,0066
951879,66,P,0066
960489,66,P,0066
960485,66,P,0066
946759,66,P,0066
961249,66,P,0066
942065,66,P,0066
947065,66,P,0066
962065,66,P,0066
952248,66,P,0066
960452,66,P,0066
938130,66,P,0066
930031,66,P,0066
952214,66,P,0066
948076,66,P,0066
960822,66,P,0066
934003,66,P,0066
934603,66,P,0066
958312,66,P,0066
347461,110,P,T110
353422,110,P,T110
346112,0,P,MSE1
350410,0,P,BMTE
350410,0,P,BNTE
345162,301,P,T301
937335,420,P,0420
935428,420,P,0420
926593,420,P,0420
956975,66,P,0066
949888,66,P,0066
949888,0,P,0O66
957926,66,P,0066
931153,66,P,0066
953780,66,P,0066
954158,66,P,0066
939679,66,P,0066
947153,66,P,0066
947153,0,P,0000
961724,25,P,0025
943269,25,P,0025
948439,25,P,0025
959430,25,P,0025
945285,25,P,0025
960055,25,P,0025
941537,25,P,0025
926823,25,P,0025
957699,25,P,0025
956542,25,P,0025
959910,25,P,0025
959794,25,P,0025
915547,420,P,0420
937335,920,P,0920
945519,420,P,0420
945519,470,P,0470
928202,420,P,0420
921121,420,P,0420
936663,420,P,0420
945515,420,P,0420
351929,105,P,T105
897977,25,P,0025
897981,25,P,0025
935346,25,P,0025
962144,25,P,0025
956656,25,P,0025
959442,25,P,0025
961174,25,P,0025
957408,25,P,0025
960280,25,P,0025
959663,25,P,0025
959660,25,P,0025
948637,25,P,0025
925003,25,P,0025
932297,13,P,0013
954307,13,P,0013
933466,13,P,0013
946692,13,P,0013
901787,14,P,0014
901787,0,P,0M75
955999,161,P,0161
330722,106,P,T106
936656,400,P,0400
942683,420,P,0420
948889,420,P,0420
931632,420,P,0420
936656,420,P,0420
930654,420,P,0420
943620,420,P,0420
938251,420,P,0420
948889,400,P,0400
330581,0,P,BNTE
362533,0,P,MSE5
358931,110,P,T110
987040,5,P,0005
987048,5,P,0005
963040,5,P,0005
962994,5,P,0005
960349,5,P,0005
948783,5,P,0005
939813,14,P,0014
958914,9,P,0009
958388,9,P,0009
940788,9,P,0009
925787,9,P,0009
957747,7,P,0007
939106,7,P,0007
960675,7,P,0007
943232,17,P,0017
945495,17,P,0017
929192,17,P,0017
950857,13,P,0013
952927,13,P,0013
940379,13,P,0013
926648,13,P,0013
939747,13,P,0013
943302,13,P,0013
932361,13,P,0013
350408,106,P,T106
535047,0,S,KS06
935863,72,P,0072
962748,72,P,0072
952940,72,P,0072
959361,72,P,0072
955192,72,P,0072
941688,72,P,0072
960735,72,P,0072
941688,0,P,0000
959860,22,P,0022
945414,61,P,0061
660712,0,S,KS15
915225,530,P,0530
915228,530,P,0530
926207,530,P,0530
936295,30,P,0030
934295,530,P,0530
936295,530,P,0530
956295,530,P,0530
920275,530,P,0530
918421,530,P,0530
957254,84,P,0084
935842,530,P,0530
922448,530,P,0530
922712,530,P,0530
935983,84,P,0084
956641,94,P,0094
924452,94,P,0094
929952,94,P,0094
920126,94,P,0094
920125,94,P,0094
927375,61,P,0061
922395,61,P,0061
929325,61,P,0061
929895,61,P,0061
931202,41,P,0041
229395,61,P,0061
929695,61,P,0061
947501,94,P,0094
948988,94,P,0094
952076,83,P,0083
954647,83,P,0083
957000,83,P,0083
962585,83,P,0083
958350,83,P,0083
957200,83,P,0083
957800,83,P,0083
960117,83,P,0083
895362,83,P,0083
895367,83,P,0083
935420,83,P,0083
949836,83,P,0083
957100,83,P,0083
954330,83,P,0083
959102,88,P,0088
958585,88,P,0088
959087,88,P,0088
931310,88,P,0088
962501,94,P,0094
927221,94,P,0094
944624,76,P,0076
949394,78,P,0078
958921,78,P,0078
958721,78,P,0078
927343,78,P,0078
960816,78,P,0078
960818,78,P,0078
950067,78,P,0078
958298,78,P,0078
925863,78,P,0078
949639,78,P,0078
924452,99,P,0099
940938,94,P,0094
906891,94,P,0094
956628,94,P,0094
961223,96,P,0096
961223,94,P,0094
960503,94,P,0094
927902,94,P,0094
927409,94,P,0094
951482,94,P,0094
962589,94,P,0094
929452,94,P,0094
962217,94,P,0094
942388,94,P,0094
918007,71,P,0071
918007,77,P,0077
937887,71,P,0071
957862,71,P,0071
957802,71,P,0071
961004,71,P,0071
956295,77,P,0077
956295,71,P,0071
956023,71,P,0071
955723,81,P,0081
955723,71,P,0071
962133,71,P,0071
958413,71,P,0071
953056,78,P,0078
949639,79,P,0079
949434,78,P,0078
961187,78,P,0078
928687,78,P,0078
942544,62,P,0062
952353,62,P,0062
952393,62,P,0062
952343,62,P,0062
952393,69,P,0069
950241,62,P,0062
955989,71,P,0071
434276,71,P,0071
0,40,P,0040
916771,71,P,0071
942035,21,P,0021
942035,71,P,0071
938550,71,P,0071
955890,71,P,0071
938710,71,P,0071
958710,71,P,0071
956307,71,P,0071
956302,71,P,0071
952710,71,P,0071
961899,0,P,0O71
961899,71,P,0071
951149,71,P,0071
940393,62,P,0062
960393,42,P,0042
942195,62,P,0062
953251,62,P,0062
959304,68,P,0068
953102,68,P,0068
957449,68,P,0068
929435,68,P,0068
950487,60,P,0060
951198,60,P,0060
940165,60,P,0060
927587,69,P,0069
945373,60,P,0060
901622,60,P,0060
961628,60,P,0060
961620,60,P,0060
950046,71,P,0071
955994,71,P,0071
955916,71,P,0071
956211,71,P,0071
917338,70,P,0070
960037,70,P,0070
961641,60,P,0060
961700,60,P,0060
951913,0,P,006O
951913,60,P,0060
949527,60,P,0060
959582,60,P,0060
959776,70,P,0070
960257,70,P,0070
949159,70,P,0070
938036,70,P,0070
957408,70,P,0070
957405,70,P,0070
987408,70,P,0070
957406,70,P,0070
961581,70,P,0070
954770,20,P,0020
0,60,P,0060
956984,60,P,0060
950145,60,P,0060
959708,60,P,0060
959208,60,P,0060
955521,60,P,0060
958885,60,P,0060
958888,68,P,0068
961738,60,P,0060
936238,69,P,0069
962264,63,P,0063
966204,69,P,0069
928262,70,P,0070
955070,70,P,0070
952592,70,P,0070
961875,70,P,0070
959740,70,P,0070
961533,70,P,0070
949973,70,P,0070
952246,70,P,0070
961498,70,P,0070
958777,70,P,0070
958771,70,P,0070
958773,70,P,0070
958733,70,P,0070
958265,70,P,0070
954000,70,P,0070
961897,70,P,0070
961589,70,P,0070
950091,70,P,0070
947922,68,P,0068
958035,68,P,0068
962798,68,P,0068
950216,68,P,0068
952750,68,P,0068
962635,68,P,0068
946266,68,P,0068
950100,68,P,0068
942568,68,P,0068
0,680,P,0680
949800,68,P,0068
935767,68,P,0068
951753,68,P,0068
951755,68,P,0068
961189,68,P,0068
929438,68,P,0068
936491,68,P,0068
957687,68,P,0068
957449,68,P,O068
958247,68,P,0068
958638,68,P,0068
951730,68,P,0068
948625,68,P,0068
950731,68,P,0068
949019,68,P,0068
961406,68,P,0068
940055,68,P,0068
963108,681,P,0681
963097,68,P,0068
963210,68,P,0068
963031,68,P,0068
963042,68,P,0068
962972,68,P,0068
954836,68,P,0068
963074,68,P,0068
957860,68,P,0068
961453,68,P,0068
945971,168,P,0168
955036,68,P,0068
955136,68,P,0068
945809,68,P,0068
955282,68,P,0068
955784,68,P,0068
952385,68,P,0068
956115,68,P,0068
921685,68,P,0068
943452,66,P,0066
932984,66,P,0066
952674,66,P,0066
929515,66,P,0066
960777,66,P,0066
960535,66,P,0066
945123,66,P,0066
949849,66,P,0066
946077,66,P,0066
957541,66,P,0066
907541,66,P,0066
956866,66,P,0066
958077,66,P,0066
941977,66,P,0066
930678,66,P,0066
453353,66,P,0066
953353,66,P,0066
957942,66,P,0066
957442,66,P,0066
928066,66,P,0066
961099,66,P,0066
958489,66,P,0066
956844,66,P,0066
946536,0,P,0000
946530,60,P,0060
946536,66,P,0066
941568,66,P,0066
0,0,P,CC66
949880,66,P,0066
954158,60,P,0060
963256,66,P,0066
963130,66,P,0066
963111,66,P,0066
957698,66,P,0066
963186,66,P,0066
729375,61,P,0061
219395,61,P,0061
540127,0,S,KS07
958952,61,P,0061
634782,61,P,0061
934782,61,P,0061
0,0,P,00C1
961336,61,P,0061
960394,61,P,0061
949986,67,P,0067
949986,61,P,0061
929375,61,P,0061
952570,72,P,0072
664194,0,S,KS10
960737,76,P,0076
960849,76,P,0076
946328,76,P,0076
961710,76,P,0076
946618,76,P,0076
953311,76,P,0076
925503,70,P,0070
951914,76,P,0076
962117,76,P,0076
996211,76,P,0076
936079,76,P,0076
962914,76,P,0076
929095,61,P,0061
0,61,P,0061
961746,72,P,0072
962554,72,P,0072
959179,72,P,0072
943648,72,P,0072
961767,72,P,0072
952968,72,P,0072
962145,72,P,0072
959892,72,P,0072
960093,72,P,0072
960888,72,P,0072
0,72,P,0072
956491,72,P,0072
959873,72,P,0072
959849,72,P,0072
959846,72,P,0072
961693,72,P,0072
961125,72,P,0072
961123,72,P,0072
954821,72,P,0072
948211,72,P,0072
954301,72,P,0072
938595,72,P,0072
350318,110,P,T110
350377,110,P,T110
356556,110,P,T110
668618,0,S,QW02
330081,110,P,T110
355635,110,P,T110
358205,110,P,T110
353077,110,P,T110
963218,120,P,0120
0,22,P,0022
935892,122,P,0122
101283,976,H,0976
101408,976,X,0976
101408,976,H,0976
101374,976,X,0976
963109,83,P,0083
934741,83,P,0083
797589,868,X,0868
943294,113,P,0113
961433,106,P,0106
937276,103,P,0103
951088,103,P,0103
350081,110,P,T110
330081,0,P,T1LD
0,0,P,000S
956946,103,P,0103
957813,103,P,0103
961652,103,P,0103
950553,103,P,0103
917363,106,P,0106
956925,100,P,0100
927540,100,P,0100
927546,100,P,0100
955100,100,P,0100
932023,100,P,0100
937023,106,P,0106
922783,100,P,0100
955726,103,P,0103
955764,103,P,0103
906765,34,P,0034
961723,34,P,0034
940204,34,P,0034
935491,34,P,0034
935432,34,P,0034
954551,34,P,0034
954559,34,P,0034
954269,34,P,0034
948750,105,P,0105
947504,105,P,0105
959130,105,P,0105
931866,105,P,0105
953241,34,P,0034
945219,34,P,0034
957546,33,P,0033
943441,33,P,0033
943491,33,P,0033
938556,33,P,0033
955209,33,P,0033
941505,33,P,0033
941305,33,P,0033
948836,20,P,0020
960320,20,P,0020
954674,105,P,0105
931668,105,P,0105
931065,105,P,0105
955978,105,P,0105
944728,105,P,0105
962234,102,P,0102
962734,102,P,0102
921019,20,P,0020
904050,20,P,0020
937885,20,P,0020
962950,20,P,0020
932333,20,P,0020
932323,20,P,0020
958343,20,P,0020
929022,79,P,0079
928950,19,P,0019
962704,34,P,0034
942543,34,P,0034
952421,34,P,0034
960080,34,P,0034
943466,34,P,0034
959597,34,P,0034
959777,34,P,0034
962168,34,P,0034
962108,34,P,0034
903586,34,P,0034
962083,34,P,0034
959138,34,P,0034
959551,102,P,0102
958124,102,P,0102
934145,102,P,0102
958336,102,P,0102
958291,102,P,0102
958853,102,P,0102
954853,102,P,0102
963312,102,P,0102
963317,102,P,0102
963005,102,P,0102
952685,102,P,0102
957784,102,P,0102
934036,102,P,0102
939078,102,P,0102
977078,102,P,0102
974078,102,P,0102
962990,102,P,0102
963292,102,P,0102
0,102,P,0102
957120,69,P,0069
936238,36,P,0036
938348,69,P,0069
952120,69,P,0069
958682,69,P,0069
939138,69,P,0069
962884,69,P,0069
942239,69,P,0069
962283,69,P,0069
962203,69,P,0069
961892,69,P,0069
961826,69,P,0069
963044,106,P,0106
330132,109,P,T109
361060,109,P,T109
358847,0,P,SICA
352979,0,P,SICA
359614,0,P,SICA
357699,0,P,MSEI
342374,708,P,T708
338580,0,P,MTPU
345176,720,P,T720
364935,302,P,T302
364985,302,P,T302
936238,0,P,0O69
937838,69,P,0069
938628,69,P,0069
946351,69,P,0069
962526,69,P,0069
961940,69,P,0069
961946,69,P,0069
962264,69,P,0069
961865,69,P,0069
949860,69,P,0069
962986,69,P,0069
961992,69,P,0069
346045,109,P,T109
357370,110,P,T110
353018,110,P,T110
961289,69,P,0069
961284,64,P,0064
961289,64,P,0064
962865,0,P,000+
962546,69,P,0069
952546,69,P,0069
942763,69,P,0069
952884,69,P,0069
962240,36,P,0036
347667,110,P,T110
955672,70,P,0070
962509,70,P,0070
955613,70,P,0070
346122,110,P,T110
343018,110,P,T110
951294,70,P,0070
951244,0,P,BO31
901244,70,P,0070
946701,70,P,0070
953563,70,P,0070
959616,70,P,0070
959916,70,P,0070
357065,109,P,T109
357687,109,P,T109
959841,70,P,0070
959843,70,P,0070
959842,70,P,0070
959442,70,P,0070
989842,70,P,0070
960876,70,P,0070
961607,70,P,0070
959942,70,P,0070
959833,10,P,0010
959833,70,P,0070
958527,70,P,0070
961591,70,P,0070
938645,70,P,0070
954452,70,P,0070
960648,70,P,0070
960642,70,P,0070
357687,108,P,T108
357102,109,P,T109
357683,109,P,T109
352014,109,P,T109
352687,109,P,T109
357647,109,P,T109
627439,0,S,QW02
357685,109,P,T109
357687,109,P,J109
357657,109,P,T109
346045,108,P,T108
352979,0,P,S1CA
958892,44,P,0044
958646,44,P,0044
959128,44,P,0044
956811,44,P,0044
923029,44,P,0044
950059,44,P,0044
948765,44,P,0044
951118,44,P,0044
961759,44,P,0044
960959,44,P,0044
961063,44,P,0044
959233,44,P,0044
922823,44,P,0044
947133,44,P,0044
955410,44,P,0044
923529,44,P,0044
959786,44,P,0044
953656,44,P,0044
961645,44,P,0044
957360,44,P,0044
954220,44,P,0044
942443,44,P,0044
961232,49,P,0049
961232,47,P,0047
961232,44,P,0044
959633,44,P,0044
950563,44,P,0044
950503,44,P,0044
962059,40,P,0040
954701,40,P,0040
962567,40,P,0040
959568,40,P,0040
956684,40,P,0040
961925,40,P,0040
905260,44,P,0044
962449,13,P,0013
949324,1,P,0001
363559,401,P,T401
351239,0,P,MNTE
363580,0,P,MNTE
331358,103,P,T103
354084,0,P,MNTE
936811,16,P,0016
924539,163,P,0163
934031,163,P,0163
933122,163,P,0163
949027,163,P,0163
949796,163,P,0163
961237,40,P,0040
948399,44,P,0044
957688,44,P,0044
961029,84,P,0084
356986,800,P,T800
364914,0,P,BXTE
359297,0,P,BXTE
345239,801,P,T801
331666,0,P,BXON
361787,0,P,BXTE
961250,84,P,0084
952242,84,P,0084
961067,73,P,0073
954805,73,P,0073
953823,73,P,0073
954470,73,P,0073
953309,73,P,0073
960499,73,P,0073
955019,73,P,0073
940528,73,P,0073
352007,0,P,BXTE
352007,0,P,BX7E
345162,0,P,0000
350428,0,P,TEBN
355542,302,P,T302
330578,302,P,T302
351338,301,P,T301
959139,34,P,0034
916334,34,P,0034
916337,34,P,0034
954777,34,P,0034
934062,34,P,0034
934662,34,P,0034
960462,34,P,0034
906462,34,P,0034
958814,34,P,0034
954818,34,P,0034
962334,34,P,0034
962339,34,P,0034
628344,0,S,BX05
941323,30,P,0030
963047,30,P,0030
963178,30,P,0030
963255,30,P,0030
963204,30,P,0030
938707,23,P,0023
938787,23,P,0023
947526,23,P,0023
945265,23,P,0023
936299,30,P,0030
936299,3,P,0003
961310,39,P,0039
951446,34,P,0034
956681,0,P,003O
943359,33,P,0033
960842,33,P,0033
906842,33,P,0033
927289,33,P,0033
939882,19,P,0019
905312,109,P,0109
935312,109,P,0109
962231,109,P,0109
932677,109,P,0109
904614,109,P,0109
904616,109,P,0109
904611,109,P,0109
961551,109,P,0109
904615,109,P,0109
936277,109,P,0109
929772,109,P,0109
904617,109,P,0109
960036,109,P,0109
900036,109,P,0109
959918,0,P,0000
959988,109,P,0109
951912,109,P,0109
927232,109,P,0109
923826,109,P,0109
961257,109,P,0109
936309,109,P,0109
957693,109,P,0109
955155,109,P,0109
955009,109,P,0109
955609,109,P,0109
955525,109,P,0109
957026,109,P,0109
958345,109,P,0109
935054,114,P,0114
944077,114,P,0114
958463,114,P,0114
936891,114,P,0114
957137,114,P,0114
757137,114,P,0114
962195,114,P,0114
958929,114,P,0114
960969,114,P,0114
962016,114,P,0114
952016,114,P,0114
921707,114,P,0114
962544,114,P,0114
959156,114,P,0114
950062,114,P,0114
962055,114,P,0114
961549,114,P,0114
936330,114,P,0114
958239,114,P,0114
958376,114,P,0114
961733,114,P,0114
942416,877,P,0877
952935,114,P,0114
958743,114,P,0114
901571,114,P,0114
961591,114,P,0114
910251,879,P,0879
160108,3,K,0003
